NodeID,InterfaceID,DateTime,In_Averagebps,In_Minbps,In_Maxbps,In_TotalBytes,In_TotalPkts,In_AvgUniCastPkts,In_MinUniCastPkts,In_MaxUniCastPkts,In_AvgMultiCastPkts,In_MinMultiCastPkts,In_MaxMultiCastPkts,Out_Averagebps,Out_Minbps,Out_Maxbps,Out_TotalBytes,Out_TotalPkts,Out_AvgUniCastPkts,Out_MaxUniCastPkts,Out_MinUniCastPkts,Out_AvgMultiCastPkts,Out_MinMultiCastPkts,Out_MaxMultiCastPkts,Label
3071,10912,11/15/2018 0:03,42717.059,42717.059,42717.059,2940680,7423,13,13,13,0,0,0,35581,35581,35581,2449428,9201,16.707005,16.707005,16.707005,0,0,0,0
3071,10912,11/15/2018 0:12,32024.791,32024.791,32024.791,2161706,5467,10,10,10,0,0,0,28155,28155,28155,1900512,7221,13.372021,13.372021,13.372021,0,0,0,0
3071,10912,11/15/2018 0:21,25413.957,25413.957,25413.957,1715468,4856,9,9,9,0,0,0,26311,26311,26311,1775993,6550,12.129447,12.129447,12.129447,0,0,0,0
3071,10912,11/15/2018 0:30,23489.338,23489.338,23489.338,1585646,4666,9,9,9,0,0,0,24071,24071,24071,1624884,6241,11.556563,11.556563,11.556563,0,0,0,0
3071,10912,11/15/2018 0:39,23972.078,23972.078,23972.078,1618046,4822,9,9,9,0,0,0,26218,26218,26218,1769623,6497,12.031997,12.031997,12.031997,0,0,0,0
3071,10912,11/15/2018 0:48,38149.07,38149.07,38149.07,2575101,5299,10,10,10,0,0,0,25885,25885,25885,1747253,6777,12.54981,12.54981,12.54981,0,0,0,0
3071,10912,11/15/2018 0:57,23043.504,23043.504,23043.504,1555460,4673,9,9,9,0,0,0,25493,25493,25493,1720813,6354,11.766489,11.766489,11.766489,0,0,0,0
3071,10912,11/15/2018 1:06,47563.934,47563.934,47563.934,3210614,7293,14,14,14,0,0,0,34773,34773,34773,2347245,8970,16.610861,16.610861,16.610861,0,0,0,0
3071,10912,11/15/2018 1:15,23607.051,23607.051,23607.051,1593500,4785,9,9,9,0,0,0,26247,26247,26247,1771680,6519,12.07204,12.07204,12.07204,0,0,0,0
3071,10912,11/15/2018 1:24,27661.85,27661.85,27661.85,1867203,4962,9,9,9,0,0,0,26633,26633,26633,1797779,6648,12.310925,12.310925,12.310925,0,0,0,0
