NodeID,InterfaceID,DateTime,In_Averagebps,In_Minbps,In_Maxbps,In_TotalBytes,In_TotalPkts,In_AvgUniCastPkts,In_MinUniCastPkts,In_MaxUniCastPkts,In_AvgMultiCastPkts,In_MinMultiCastPkts,In_MaxMultiCastPkts,Out_Averagebps,Out_Minbps,Out_Maxbps,Out_TotalBytes,Out_TotalPkts,Out_AvgUniCastPkts,Out_MaxUniCastPkts,Out_MinUniCastPkts,Out_AvgMultiCastPkts,Out_MinMultiCastPkts,Out_MaxMultiCastPkts,Label
3071,10912,11/16/2018 0:02,39500.738,39500.738,39500.738,2666340,5818,11,11,11,0,0,0,30744,30744,30744,2075270,7484,13.85905,13.85905,13.85905,0,0,0,0
3071,10912,11/16/2018 0:11,23776.025,23776.025,23776.025,1604906,4893,9,9,9,0,0,0,27538,27538,27538,1858839,6668,12.347961,12.347961,12.347961,0,0,0,0
3071,10912,11/16/2018 0:20,60585.484,60585.484,60585.484,4089582,6635,12,12,12,0,0,0,27786,27786,27786,1875571,7964,14.747925,14.747925,14.747925,0,0,0,0
3071,10912,11/16/2018 0:29,21506.324,21506.324,21506.324,1451741,4451,8,8,8,0,0,0,25276,25276,25276,1706211,6188,11.458753,11.458753,11.458753,0,0,0,0
3071,10912,11/16/2018 0:38,22124.678,22124.678,22124.678,1493438,4514,8,8,8,0,0,0,25740,25740,25740,1737499,6271,11.61279,11.61279,11.61279,0,0,0,0
3071,10912,11/16/2018 0:47,31949.404,31949.404,31949.404,2157803,6180,11,11,11,0,0,0,29814,29814,29814,2013562,7907,14.634326,14.634326,14.634326,0,0,0,0
3071,10912,11/16/2018 0:56,59731.453,59731.453,59731.453,4031934,8914,17,17,17,0,0,0,47695,47695,47695,3219456,10552,19.540445,19.540445,19.540445,0,0,0,0
3071,10912,11/16/2018 1:05,65839.859,65839.859,65839.859,4444515,7504,14,14,14,0,0,0,44831,44831,44831,3026326,8999,16.663599,16.663599,16.663599,0,0,0,0
3071,10912,11/16/2018 1:14,90392.32,90392.32,90392.32,6101221,7909,15,15,15,0,0,0,30091,30091,30091,2031075,8709,16.128468,16.128468,16.128468,0,0,0,0
3071,10912,11/16/2018 1:23,91472.484,91472.484,91472.484,6174486,7906,15,15,15,0,0,0,28456,28456,28456,1920841,8595,15.916427,15.916427,15.916427,0,0,0,0
3071,10912,11/16/2018 1:32,20523.133,20523.133,20523.133,1385313,4241,8,8,8,0,0,0,25466,25466,25466,1718972,6054,11.211099,11.211099,11.211099,0,0,0,0
3071,10912,11/16/2018 1:41,25364.764,25364.764,25364.764,1712147,4911,9,9,9,0,0,0,25555,25555,25555,1724992,6607,12.235003,12.235003,12.235003,0,0,0,0
3071,10912,11/16/2018 1:50,64251.266,64251.266,64251.266,4337022,6549,12,12,12,0,0,0,26868,26868,26868,1813585,7608,14.088689,14.088689,14.088689,0,0,0,0
3071,10912,11/16/2018 1:59,25033.674,25033.674,25033.674,1689903,4837,9,9,9,0,0,0,26959,26959,26959,1819848,6571,12.167583,12.167583,12.167583,0,0,0,0
3071,10912,11/16/2018 2:08,32759.162,32759.162,32759.162,2211149,5717,11,11,11,0,0,0,29550,29550,29550,1994561,7576,14.03023,14.03023,14.03023,0,0,0,0
3071,10912,11/16/2018 2:17,23536.076,23536.076,23536.076,1588709,5541,10,10,10,0,0,0,27197,27197,27197,1835854,6531,12.094262,12.094262,12.094262,0,0,0,0
3071,10912,11/16/2018 2:26,22199.689,22199.689,22199.689,1498545,4673,9,9,9,0,0,0,25708,25708,25708,1735352,6381,11.816146,11.816146,11.816146,0,0,0,0
3071,10912,11/16/2018 2:35,35216.508,35216.508,35216.508,2377090,6862,13,13,13,0,0,0,40510,40510,40510,2734376,8850,16.389057,16.389057,16.389057,0,0,0,0
3071,10912,11/16/2018 2:44,37868.777,37868.777,37868.777,2556255,6449,12,12,12,0,0,0,32146,32146,32146,2169980,8137,15.067855,15.067855,15.067855,0,0,0,0
3071,10912,11/16/2018 2:53,91656.68,91656.68,91656.68,6186740,8139,15,15,15,0,0,0,29855,29855,29855,2015202,8953,16.579859,16.579859,16.579859,0,0,0,0
3071,10912,11/16/2018 3:02,30481.109,30481.109,30481.109,2057506,5309,10,10,10,0,0,0,29769,29769,29769,2009438,7201,13.334984,13.334984,13.334984,0,0,0,0
