NodeID,InterfaceID,DateTime,In_Averagebps,In_Minbps,In_Maxbps,In_TotalBytes,In_TotalPkts,In_AvgUniCastPkts,In_MinUniCastPkts,In_MaxUniCastPkts,In_AvgMultiCastPkts,In_MinMultiCastPkts,In_MaxMultiCastPkts,Out_Averagebps,Out_Minbps,Out_Maxbps,Out_TotalBytes,Out_TotalPkts,Out_AvgUniCastPkts,Out_MaxUniCastPkts,Out_MinUniCastPkts,Out_AvgMultiCastPkts,Out_MinMultiCastPkts,Out_MaxMultiCastPkts,Label
3071,10912,11/20/2018 0:08,37747.328,37747.328,37747.328,2547983,6526,12,12,12,0,0,0,33909,33909,33909,2288868,8213,15.20903,15.20903,15.20903,0,0,0,0
3071,10912,11/20/2018 0:17,23863.877,23863.877,23863.877,1610836,4927,9,9,9,0,0,0,26755,26755,26755,1805970,6742,12.484997,12.484997,12.484997,0,0,0,0
3071,10912,11/20/2018 0:26,27613.375,27613.375,27613.375,1863931,5294,10,10,10,0,0,0,29250,29250,29250,1974427,7066,13.084988,13.084988,13.084988,0,0,0,0
3071,10912,11/20/2018 0:35,40568.297,40568.297,40568.297,2741888,5803,11,11,11,0,0,0,28504,28504,28504,1926516,7250,13.40865,13.40865,13.40865,0,0,0,0
3071,10912,11/20/2018 0:44,25013.15,25013.15,25013.15,1690758,4765,9,9,9,0,0,0,23798,23798,23798,1608653,6481,11.985026,11.985026,11.985026,0,0,0,0
3071,10912,11/20/2018 0:53,23212.611,23212.611,23212.611,1564608,4742,9,9,9,0,0,0,26808,26808,26808,1806962,6428,11.920771,11.920771,11.920771,0,0,0,0
3071,10912,11/20/2018 1:02,52619.16,52619.16,52619.16,3551847,8387,16,16,16,0,0,0,58498,58498,58498,3948660,10410,19.277487,19.277487,19.277487,0,0,0,0
3071,10912,11/20/2018 1:11,41660.84,41660.84,41660.84,2812149,6990,13,13,13,0,0,0,34200,34200,34200,2308565,8737,16.179386,16.179386,16.179386,0,0,0,0
3071,10912,11/20/2018 1:20,25047.369,25047.369,25047.369,1690723,4693,9,9,9,0,0,0,26370,26370,26370,1780033,6514,12.06278,12.06278,12.06278,0,0,0,0
3071,10912,11/20/2018 1:29,24446.492,24446.492,24446.492,1650163,4812,9,9,9,0,0,0,25557,25557,25557,1725128,6489,12.016486,12.016486,12.016486,0,0,0,0
3071,10912,11/20/2018 1:38,48917.23,48917.23,48917.23,3301963,7269,13,13,13,0,0,0,33482,33482,33482,2260084,8780,16.259014,16.259014,16.259014,0,0,0,0
3071,10912,11/20/2018 1:47,26441.674,26441.674,26441.674,1784840,5074,9,9,9,0,0,0,27495,27495,27495,1855962,6833,12.653512,12.653512,12.653512,0,0,0,0
3071,10912,11/20/2018 1:56,23438.787,23438.787,23438.787,1582142,4844,9,9,9,0,0,0,25722,25722,25722,1736275,6655,12.323889,12.323889,12.323889,0,0,0,0
3071,10912,11/20/2018 2:05,40047.93,40047.93,40047.93,2703276,6994,13,13,13,0,0,0,34833,34833,34833,2351244,8882,16.447899,16.447899,16.447899,0,0,0,0
3071,10912,11/20/2018 2:14,25743.107,25743.107,25743.107,1737686,5039,9,9,9,0,0,0,27439,27439,27439,1852139,6983,12.931286,12.931286,12.931286,0,0,0,0
3071,10912,11/20/2018 2:23,278307.41,278307.41,278307.41,18786032,16696,31,31,31,0,0,0,35913,35913,35913,2424189,14382,26.632933,26.632933,26.632933,0,0,0,0
3071,10912,11/20/2018 2:32,41073.273,41073.273,41073.273,2772505,5509,10,10,10,0,0,0,26481,26481,26481,1787508,7108,13.162683,13.162683,13.162683,0,0,0,0
3071,10912,11/20/2018 2:41,24059.656,24059.656,24059.656,1625280,5150,10,10,10,0,0,0,28797,28797,28797,1945301,6976,12.908558,12.908558,12.908558,0,0,0,0
3071,10912,11/20/2018 2:50,41107.117,41107.117,41107.117,2774763,6572,12,12,12,0,0,0,31917,31917,31917,2154445,8416,15.585002,15.585002,15.585002,0,0,0,0
3071,10912,11/20/2018 2:59,22166.943,22166.943,22166.943,1496261,4581,8,8,8,0,0,0,25846,25846,25846,1744580,6409,11.86858,11.86858,11.86858,0,0,0,0
3071,10912,11/20/2018 3:08,33521.227,33521.227,33521.227,2262724,6477,12,12,12,0,0,0,31825,31825,31825,2148240,7761,14.371961,14.371961,14.371961,0,0,0,0
3071,10912,11/20/2018 3:17,23517.424,23517.424,23517.424,1587450,5003,9,9,9,0,0,0,25206,25206,25206,1701460,6601,12.223889,12.223889,12.223889,0,0,0,0
3071,10912,11/20/2018 3:26,42449.965,42449.965,42449.965,2865416,6429,12,12,12,0,0,0,32328,32328,32328,2182167,8089,14.979403,14.979403,14.979403,0,0,0,0
3071,10912,11/20/2018 3:35,67399.414,67399.414,67399.414,4549661,8318,15,15,15,0,0,0,32303,32303,32303,2180575,8836,16.362242,16.362242,16.362242,0,0,0,0
3071,10912,11/20/2018 3:44,28628.307,28628.307,28628.307,1932384,6680,12,12,12,0,0,0,27290,27290,27290,1842061,6906,12.789065,12.789065,12.789065,0,0,0,0
3071,10912,11/20/2018 3:53,22939.33,22939.33,22939.33,1549369,4802,9,9,9,0,0,0,27493,27493,27493,1856923,6624,12.259032,12.259032,12.259032,0,0,0,0
3071,10912,11/20/2018 4:02,134661.39,134661.39,134661.39,9089518,10796,20,20,20,0,0,0,35334,35334,35334,2385020,11098,20.552135,20.552135,20.552135,0,0,0,0
3071,10912,11/20/2018 4:11,24179.809,24179.809,24179.809,1633484,5104,9,9,9,0,0,0,28835,28835,28835,1947976,6997,12.946723,12.946723,12.946723,0,0,0,0
3071,10912,11/20/2018 4:20,74179.492,74179.492,74179.492,5007336,7156,13,13,13,0,0,0,29059,29059,29059,1961561,8220,15.221552,15.221552,15.221552,0,0,0,0
3071,10912,11/20/2018 4:29,67756.563,67756.563,67756.563,4573770,7691,14,14,14,0,0,0,31768,31768,31768,2144408,8966,16.60297,16.60297,16.60297,0,0,0,0
3071,10912,11/20/2018 4:38,23049.773,23049.773,23049.773,1555838,4753,9,9,9,0,0,0,25514,25514,25514,1722176,6550,12.129799,12.129799,12.129799,0,0,0,0
3071,10912,11/20/2018 4:47,62555.859,62555.859,62555.859,4222462,7011,13,13,13,0,0,0,29458,29458,29458,1988415,8331,15.427992,15.427992,15.427992,0,0,0,0
3071,10912,11/20/2018 4:56,56731.422,56731.422,56731.422,3829429,6562,12,12,12,0,0,0,29539,29539,29539,1993908,7843,14.523854,14.523854,14.523854,0,0,0,0
3071,10912,11/20/2018 5:05,41366.754,41366.754,41366.754,2792298,6449,12,12,12,0,0,0,32001,32001,32001,2160126,8152,15.096069,15.096069,15.096069,0,0,0,0
3071,10912,11/20/2018 5:14,44638.422,44638.422,44638.422,3013139,6078,11,11,11,0,0,0,29388,29388,29388,1983740,7672,14.207192,14.207192,14.207192,0,0,0,0
3071,10912,11/20/2018 5:23,33485.73,33485.73,33485.73,2260321,6540,12,12,12,0,0,0,33156,33156,33156,2238077,8471,15.6868,15.6868,15.6868,0,0,0,0
3071,10912,11/20/2018 5:32,60118.961,60118.961,60118.961,4058091,8442,16,16,16,0,0,0,28461,28461,28461,1921159,7704,14.266452,14.266452,14.266452,0,0,0,0
3071,10912,11/20/2018 5:41,24764.707,24764.707,24764.707,1671643,5124,9,9,9,0,0,0,28939,28939,28939,1953395,6979,12.923879,12.923879,12.923879,0,0,0,0
3071,10912,11/20/2018 5:50,61583.953,61583.953,61583.953,4157220,6642,12,12,12,0,0,0,29178,29178,29178,1969659,7906,14.639673,14.639673,14.639673,0,0,0,0
3071,10912,11/20/2018 5:59,87202.883,87202.883,87202.883,5885943,7777,14,14,14,0,0,0,28848,28848,28848,1947134,8567,15.865493,15.865493,15.865493,0,0,0,0
3071,10912,11/20/2018 6:08,60250.164,60250.164,60250.164,4067065,8143,15,15,15,0,0,0,34997,34997,34997,2362403,9752,18.058464,18.058464,18.058464,0,0,0,0
3071,10912,11/20/2018 6:17,24128.467,24128.467,24128.467,1628649,5000,9,9,9,0,0,0,26942,26942,26942,1818579,6781,12.557581,12.557581,12.557581,0,0,0,0
3071,10912,11/20/2018 6:26,58595.367,58595.367,58595.367,3955247,6660,12,12,12,0,0,0,30043,30043,30043,2027955,7989,14.794221,14.794221,14.794221,0,0,0,0
3071,10912,11/20/2018 6:35,29816.881,29816.881,29816.881,2012728,5257,10,10,10,0,0,0,28358,28358,28358,1914217,7099,13.145718,13.145718,13.145718,0,0,0,0
3071,10912,11/20/2018 6:44,25583.436,25583.436,25583.436,1726858,5003,9,9,9,0,0,0,27032,27032,27032,1824607,6830,12.648323,12.648323,12.648323,0,0,0,0
3071,10912,11/20/2018 6:53,23334.434,23334.434,23334.434,1575098,4788,9,9,9,0,0,0,27123,27123,27123,1830804,6627,12.272038,12.272038,12.272038,0,0,0,0
3071,10912,11/20/2018 7:02,51593.133,51593.133,51593.133,3482727,6665,12,12,12,0,0,0,31024,31024,31024,2094237,8222,15.225093,15.225093,15.225093,0,0,0,0
3071,10912,11/20/2018 7:11,39332.754,39332.754,39332.754,2654924,8870,16,16,16,0,0,0,33177,33177,33177,2239450,8782,16.263187,16.263187,16.263187,0,0,0,0
3071,10912,11/20/2018 7:20,24927.047,24927.047,24927.047,1682601,4845,9,9,9,0,0,0,27171,27171,27171,1834075,6830,12.647957,12.647957,12.647957,0,0,0,0
3071,10912,11/20/2018 7:29,26948.893,26948.893,26948.893,1819183,4887,9,9,9,0,0,0,25136,25136,25136,1696837,6704,12.413909,12.413909,12.413909,0,0,0,0
3071,10912,11/20/2018 7:38,61248.266,61248.266,61248.266,4134081,6850,13,13,13,0,0,0,29737,29737,29737,2007161,8155,15.102498,15.102498,15.102498,0,0,0,0
3071,10912,11/20/2018 7:47,112173.76,112173.76,112173.76,7573158,10169,19,19,19,0,0,0,34685,34685,34685,2341700,10777,19.953642,19.953642,19.953642,0,0,0,0
