NodeID,InterfaceID,DateTime,In_Averagebps,In_Minbps,In_Maxbps,In_TotalBytes,In_TotalPkts,In_AvgUniCastPkts,In_MinUniCastPkts,In_MaxUniCastPkts,In_AvgMultiCastPkts,In_MinMultiCastPkts,In_MaxMultiCastPkts,Out_Averagebps,Out_Minbps,Out_Maxbps,Out_TotalBytes,Out_TotalPkts,Out_AvgUniCastPkts,Out_MaxUniCastPkts,Out_MinUniCastPkts,Out_AvgMultiCastPkts,Out_MinMultiCastPkts,Out_MaxMultiCastPkts,Label
3071,10912,11/17/2018 0:02,32755.254,32755.254,32755.254,2210949,5898,10.922374,10.922374,10.922374,0,0,0,32362.996,32362.996,32362.996,2184472,7615,14.102047,14.102047,14.102047,0,0,0,0
3071,10912,11/17/2018 0:11,41037.59,41037.59,41037.59,2770079,6545,12.120188,12.120188,12.120188,0,0,0,31773.639,31773.639,31773.639,2144753,8338,15.440508,15.440508,15.440508,0,0,0,0
3071,10912,11/17/2018 0:20,22314.092,22314.092,22314.092,1506224,4545,8.4165392,8.4165392,8.4165392,0,0,0,25630.59,25630.59,25630.59,1730091,6331,11.723897,11.723897,11.723897,0,0,0,0
3071,10912,11/17/2018 0:29,57693.781,57693.781,57693.781,3894389,6464,11.97019,11.97019,11.97019,0,0,0,29095.25,29095.25,29095.25,1963959,7674,14.210896,14.210896,14.210896,0,0,0,0
3071,10912,11/17/2018 0:38,35941.488,35941.488,35941.488,2426087,6236,11.547974,11.547974,11.547974,0,0,0,29634.529,29634.529,29634.529,2000361,7912,14.65163,14.65163,14.65163,0,0,0,0
3071,10912,11/17/2018 0:47,22690.725,22690.725,22690.725,1531647,4608,8.5332041,8.5332041,8.5332041,0,0,0,25715.686,25715.686,25715.686,1735835,6379,11.812784,11.812784,11.812784,0,0,0,0
3071,10912,11/17/2018 0:56,41681.359,41681.359,41681.359,2813697,6764,12.525012,12.525012,12.525012,0,0,0,42663.332,42663.332,42663.332,2879985,8530,15.795144,15.795144,15.795144,0,0,0,0
3071,10912,11/17/2018 1:05,36801.547,36801.547,36801.547,2483998,6221,11.520864,11.520864,11.520864,0,0,0,43343.602,43343.602,43343.602,2925568,8104,15.00805,15.00805,15.00805,0,0,0,0
3071,10912,11/17/2018 1:14,24270.197,24270.197,24270.197,1638263,5278,9.7739267,9.7739267,9.7739267,0,0,0,32410.621,32410.621,32410.621,2187750,7149,13.238688,13.238688,13.238688,0,0,0,0
3071,10912,11/17/2018 1:23,25280.309,25280.309,25280.309,1706496,5259,9.7384605,9.7384605,9.7384605,0,0,0,32095.965,32095.965,32095.965,2166573,7181,13.297563,13.297563,13.297563,0,0,0,0
3071,10912,11/17/2018 1:32,35755.738,35755.738,35755.738,2413479,17232,31.911552,31.911552,31.911552,0,0,0,35220.473,35220.473,35220.473,2377349,6928,12.829807,12.829807,12.829807,0,0,0,0
3071,10912,11/17/2018 1:41,43672.879,43672.879,43672.879,2948902,18764,34.736568,34.736568,34.736568,0,0,0,41500.816,41500.816,41500.816,2802239,8710,16.124254,16.124254,16.124254,0,0,0,0
3071,10912,11/17/2018 1:50,46733.027,46733.027,46733.027,3153523,12138,22.484594,22.484594,22.484594,0,0,0,65828.047,65828.047,65828.047,4442046,14316,26.519152,26.519152,26.519152,0,0,0,0
3071,10912,11/17/2018 1:59,37516.277,37516.277,37516.277,2532387,9015,16.694193,16.694193,16.694193,0,0,0,45004.551,45004.551,45004.551,3037853,10601,19.631186,19.631186,19.631186,0,0,0,0
3071,10912,11/17/2018 2:08,33859.547,33859.547,33859.547,2285620,5969,11.053217,11.053217,11.053217,0,0,0,28434.748,28434.748,28434.748,1919430,7721,14.297519,14.297519,14.297519,0,0,0,0
3071,10912,11/17/2018 2:17,283762.38,283762.38,283762.38,1.92E+07,30557,56.581272,56.581272,56.581272,0,0,0,307898.34,307898.34,307898.34,2.08E+07,31897,59.0625,59.0625,59.0625,0,0,0,0
3071,10912,11/17/2018 2:26,42626.613,42626.613,42626.613,2877090,7085,13.121311,13.121311,13.121311,0,0,0,34690.086,34690.086,34690.086,2341413,8820,16.334505,16.334505,16.334505,0,0,0,0
3071,10912,11/17/2018 2:35,23340.551,23340.551,23340.551,1575511,5284,9.785037,9.785037,9.785037,0,0,0,38651.313,38651.313,38651.313,2609003,7133,13.20906,13.20906,13.20906,0,0,0,0
3071,10912,11/17/2018 2:44,21661.846,21661.846,21661.846,1462239,4449,8.2385263,8.2385263,8.2385263,0,0,0,25823.129,25823.129,25823.129,1743138,6167,11.419868,11.419868,11.419868,0,0,0,0
3071,10912,11/17/2018 2:53,26219.104,26219.104,26219.104,1769765,4712,8.7260466,8.7260466,8.7260466,0,0,0,25379.951,25379.951,25379.951,1713123,6373,11.802014,11.802014,11.802014,0,0,0,0
3071,10912,11/17/2018 3:02,31000.695,31000.695,31000.695,2093305,5533,10.242585,10.242585,10.242585,0,0,0,30368.168,30368.168,30368.168,2050594,7245,13.411808,13.411808,13.411808,0,0,0,0
3071,10912,11/17/2018 3:11,24318.115,24318.115,24318.115,1641735,4785,8.8596954,8.8596954,8.8596954,0,0,0,27474.307,27474.307,27474.307,1854812,6555,12.13695,12.13695,12.13695,0,0,0,0
3071,10912,11/17/2018 3:20,21430.729,21430.729,21430.729,1446303,4393,8.1367102,8.1367102,8.1367102,0,0,0,24816.148,24816.148,24816.148,1674776,6173,11.433624,11.433624,11.433624,0,0,0,0
3071,10912,11/17/2018 3:29,36353.645,36353.645,36353.645,2454050,6301,11.667667,11.667667,11.667667,0,0,0,29657.348,29657.348,29657.348,2002017,7943,14.708186,14.708186,14.708186,0,0,0,0
3071,10912,11/17/2018 3:38,22285.064,22285.064,22285.064,1504221,4632,8.5778961,8.5778961,8.5778961,0,0,0,27259.355,27259.355,27259.355,1839981,6487,12.013129,12.013129,12.013129,0,0,0,0
3071,10912,11/17/2018 3:47,32088.182,32088.182,32088.182,2165985,5210,9.6480026,9.6480026,9.6480026,0,0,0,27655.789,27655.789,27655.789,1866794,6969,12.905361,12.905361,12.905361,0,0,0,0
3071,10912,11/17/2018 3:56,22948.361,22948.361,22948.361,1548993,4821,8.9279013,8.9279013,8.9279013,0,0,0,27200.613,27200.613,27200.613,1836016,6578,12.18165,12.18165,12.18165,0,0,0,0
3071,10912,11/17/2018 4:05,65050.918,65050.918,65050.918,4392909,7822,14.478683,14.478683,14.478683,0,0,0,31006.607,31006.607,31006.607,2093886,8260,15.28943,15.28943,15.28943,0,0,0,0
3071,10912,11/17/2018 4:14,105244.74,105244.74,105244.74,7103922,9347,17.3095,17.3095,17.3095,0,0,0,33396.863,33396.863,33396.863,2254257,9885,18.305809,18.305809,18.305809,0,0,0,0
3071,10912,11/17/2018 4:23,27588.488,27588.488,27588.488,1862305,5455,10.101407,10.101407,10.101407,0,0,0,29171.545,29171.545,29171.545,1969166,7287,13.493851,13.493851,13.493851,0,0,0,0
3071,10912,11/17/2018 4:32,21904.4,21904.4,21904.4,1478826,4634,8.5798626,8.5798626,8.5798626,0,0,0,27475.408,27475.408,27475.408,1854940,6353,11.762595,11.762595,11.762595,0,0,0,0
3071,10912,11/17/2018 4:41,59995.191,59995.191,59995.191,4050674,6446,11.934094,11.934094,11.934094,0,0,0,28737.328,28737.328,28737.328,1940248,7689,14.235378,14.235378,14.235378,0,0,0,0
3071,10912,11/17/2018 4:50,21812.217,21812.217,21812.217,1472006,4281,7.9294934,7.9294934,7.9294934,0,0,0,22386.443,22386.443,22386.443,1510758,6012,11.135743,11.135743,11.135743,0,0,0,0
3071,10912,11/17/2018 4:59,55334.203,55334.203,55334.203,3735115,6188,11.459086,11.459086,11.459086,0,0,0,27496.34,27496.34,27496.34,1856031,7347,13.60535,13.60535,13.60535,0,0,0,0
3071,10912,11/17/2018 5:08,44100.684,44100.684,44100.684,2976841,7207,13.346095,13.346095,13.346095,0,0,0,34495.359,34495.359,34495.359,2328472,8961,16.594194,16.594194,16.594194,0,0,0,0
3071,10912,11/17/2018 5:17,21713.889,21713.889,21713.889,1465752,4556,8.4366655,8.4366655,8.4366655,0,0,0,26074.791,26074.791,26074.791,1760126,6338,11.73652,11.73652,11.73652,0,0,0,0
3071,10912,11/17/2018 5:26,91725.492,91725.492,91725.492,6191385,8267,15.309471,15.309471,15.309471,0,0,0,30029.854,30029.854,30029.854,2026987,8780,16.259485,16.259485,16.259485,0,0,0,0
3071,10912,11/17/2018 5:35,27768.381,27768.381,27768.381,1874394,5393,9.986886,9.986886,9.986886,0,0,0,26803.713,26803.713,26803.713,1809278,6402,11.855376,11.855376,11.855376,0,0,0,0
3071,10912,11/17/2018 5:44,21980.793,21980.793,21980.793,1483726,4464,8.2665415,8.2665415,8.2665415,0,0,0,26018.748,26018.748,26018.748,1756292,6191,11.464642,11.464642,11.464642,0,0,0,0
3071,10912,11/17/2018 5:53,95364.992,95364.992,95364.992,6437234,8246,15.27014,15.27014,15.27014,0,0,0,29592.725,29592.725,29592.725,1997539,8859,16.405308,16.405308,16.405308,0,0,0,0
3071,10912,11/17/2018 6:02,64488.953,64488.953,64488.953,4353196,7268,13.458667,13.458667,13.458667,0,0,0,32764.068,32764.068,32764.068,2211672,8400,15.554871,15.554871,15.554871,0,0,0,0
3071,10912,11/17/2018 6:11,31580.689,31580.689,31580.689,2131667,6183,11.450158,11.450158,11.450158,0,0,0,31897.004,31897.004,31897.004,2153018,7983,14.783538,14.783538,14.783538,0,0,0,0
3071,10912,11/17/2018 6:20,56314.953,56314.953,56314.953,3801317,6291,11.649823,11.649823,11.649823,0,0,0,26007.547,26007.547,26007.547,1755536,7573,14.023862,14.023862,14.023862,0,0,0,0
3071,10912,11/17/2018 6:29,56798.418,56798.418,56798.418,3833951,6320,11.703527,11.703527,11.703527,0,0,0,28023.992,28023.992,28023.992,1891648,7408,13.718312,13.718312,13.718312,0,0,0,0
3071,10912,11/17/2018 6:38,26460.473,26460.473,26460.473,1786109,4780,8.8517179,8.8517179,8.8517179,0,0,0,26835.223,26835.223,26835.223,1811405,6533,12.097965,12.097965,12.097965,0,0,0,0
3071,10912,11/17/2018 6:47,35068.641,35068.641,35068.641,2367169,6375,11.805378,11.805378,11.805378,0,0,0,32215.219,32215.219,32215.219,2174560,8209,15.201623,15.201623,15.201623,0,0,0,0
3071,10912,11/17/2018 6:56,22211.961,22211.961,22211.961,1499330,4829,8.9424572,8.9424572,8.9424572,0,0,0,27035.178,27035.178,27035.178,1824902,6554,12.136854,12.136854,12.136854,0,0,0,0
3071,10912,11/17/2018 7:05,35957.406,35957.406,35957.406,2427135,5803,10.746252,10.746252,10.746252,0,0,0,31018.836,31018.836,31018.836,2093780,7551,13.983275,13.983275,13.983275,0,0,0,0
3071,10912,11/17/2018 7:14,22555.758,22555.758,22555.758,1522545,4761,8.8164854,8.8164854,8.8164854,0,0,0,27700.66,27700.66,27700.66,1869833,6531,12.094195,12.094195,12.094195,0,0,0,0
3071,10912,11/17/2018 7:23,22813.814,22813.814,22813.814,1539940,4659,8.6277361,8.6277361,8.6277361,0,0,0,26216.006,26216.006,26216.006,1769589,6439,11.924016,11.924016,11.924016,0,0,0,0
3071,10912,11/17/2018 7:32,26813.258,26813.258,26813.258,1809929,4843,8.9683495,8.9683495,8.9683495,0,0,0,27426.166,27426.166,27426.166,1851301,6490,12.018292,12.018292,12.018292,0,0,0,0
3071,10912,11/17/2018 7:41,26468.871,26468.871,26468.871,1786650,4812,8.9111052,8.9111052,8.9111052,0,0,0,25172.738,25172.738,25172.738,1699161,6481,12.001843,12.001843,12.001843,0,0,0,0
3071,10912,11/17/2018 7:50,23937.766,23937.766,23937.766,1615826,4559,8.4424524,8.4424524,8.4424524,0,0,0,25759.439,25759.439,25759.439,1738791,6337,11.734991,11.734991,11.734991,0,0,0,0
3071,10912,11/17/2018 7:59,34615.621,34615.621,34615.621,2336590,6384,11.822042,11.822042,11.822042,0,0,0,31585.461,31585.461,31585.461,2132051,8085,14.971994,14.971994,14.971994,0,0,0,0
3071,10912,11/17/2018 8:08,33049.668,33049.668,33049.668,2230886,5751,10.64984,10.64984,10.64984,0,0,0,30120.23,30120.23,30120.23,2033146,7564,14.007197,14.007197,14.007197,0,0,0,0
3071,10912,11/17/2018 8:17,23234.742,23234.742,23234.742,1568641,4724,8.7464981,8.7464981,8.7464981,0,0,0,26985.293,26985.293,26985.293,1821851,6518,12.068093,12.068093,12.068093,0,0,0,0
3071,10912,11/17/2018 8:26,38765.785,38765.785,38765.785,2616730,6563,12.15352,12.15352,12.15352,0,0,0,31833.578,31833.578,31833.578,2148799,8226,15.233103,15.233103,15.233103,0,0,0,0
3071,10912,11/17/2018 8:35,25469.408,25469.408,25469.408,1719211,4727,8.7535715,8.7535715,8.7535715,0,0,0,27105.088,27105.088,27105.088,1829621,6423,11.894265,11.894265,11.894265,0,0,0,0
3071,10912,11/17/2018 8:44,21521.037,21521.037,21521.037,1452692,4521,8.3720961,8.3720961,8.3720961,0,0,0,26147.975,26147.975,26147.975,1765015,6263,11.597973,11.597973,11.597973,0,0,0,0
3071,10912,11/17/2018 8:53,22106.924,22106.924,22106.924,1492283,4617,8.5496235,8.5496235,8.5496235,0,0,0,26011.447,26011.447,26011.447,1755850,6426,11.899476,11.899476,11.899476,0,0,0,0
