NodeID,InterfaceID,DateTime,In_Averagebps,In_Minbps,In_Maxbps,In_TotalBytes,In_TotalPkts,In_AvgUniCastPkts,In_MinUniCastPkts,In_MaxUniCastPkts,In_AvgMultiCastPkts,In_MinMultiCastPkts,In_MaxMultiCastPkts,Out_Averagebps,Out_Minbps,Out_Maxbps,Out_TotalBytes,Out_TotalPkts,Out_AvgUniCastPkts,Out_MaxUniCastPkts,Out_MinUniCastPkts,Out_AvgMultiCastPkts,Out_MinMultiCastPkts,Out_MaxMultiCastPkts,Label
3071,10912,11/18/2018 0:00,25219.066,25219.066,25219.066,1702350,5126,9.4922419,9.4922419,9.4922419,0,0,0,28438.459,28438.459,28438.459,1919667,6770,12.536573,12.536573,12.536573,0,0,0,0
3071,10912,11/18/2018 0:09,27985.004,27985.004,27985.004,1889030,4990,9.2405338,9.2405338,9.2405338,0,0,0,27313.982,27313.982,27313.982,1843735,6506,12.047879,12.047879,12.047879,0,0,0,0
3071,10912,11/18/2018 0:18,49529.176,49529.176,49529.176,3343137,7219,13.368849,13.368849,13.368849,0,0,0,32501.588,32501.588,32501.588,2193803,8703,16.117064,16.117064,16.117064,0,0,0,0
3071,10912,11/18/2018 0:27,26347.893,26347.893,26347.893,1778492,5012,9.2814331,9.2814331,9.2814331,0,0,0,26264.471,26264.471,26264.471,1772861,6612,12.24438,12.24438,12.24438,0,0,0,0
3071,10912,11/18/2018 0:36,20810.578,20810.578,20810.578,1405713,4459,8.2515392,8.2515392,8.2515392,0,0,0,25190.293,25190.293,25190.293,1701554,6046,11.188339,11.188339,11.188339,0,0,0,0
3071,10912,11/18/2018 0:45,21908.869,21908.869,21908.869,1477844,4442,8.2315178,8.2315178,8.2315178,0,0,0,24298.641,24298.641,24298.641,1639044,6052,11.215027,11.215027,11.215027,0,0,0,0
3071,10912,11/18/2018 0:54,26539.258,26539.258,26539.258,1791427,5141,9.5202265,9.5202265,9.5202265,0,0,0,28938.17,28938.17,28938.17,1953356,6739,12.479441,12.479441,12.479441,0,0,0,0
3071,10912,11/18/2018 1:03,59228.07,59228.07,59228.07,3997955,9289,17.201593,17.201593,17.201593,0,0,0,60942.891,60942.891,60942.891,4113707,11196,20.733021,20.733021,20.733021,0,0,0,0
3071,10912,11/18/2018 1:12,34659.258,34659.258,34659.258,2339603,5052,9.3551435,9.3551435,9.3551435,0,0,0,25835.145,25835.145,25835.145,1743949,6547,12.12354,12.12354,12.12354,0,0,0,0
3071,10912,11/18/2018 1:21,22358.441,22358.441,22358.441,1509174,4489,8.3130779,8.3130779,8.3130779,0,0,0,24774.238,24774.238,24774.238,1672238,6064,11.229785,11.229785,11.229785,0,0,0,0
3071,10912,11/18/2018 1:30,20611.689,20611.689,20611.689,1391310,4424,8.1924686,8.1924686,8.1924686,0,0,0,25597.939,25597.939,25597.939,1727887,6011,11.131313,11.131313,11.131313,0,0,0,0
3071,10912,11/18/2018 1:39,24546.119,24546.119,24546.119,1656888,6209,11.497974,11.497974,11.497974,0,0,0,31537.154,31537.154,31537.154,2128790,7924,14.673853,14.673853,14.673853,0,0,0,0
3071,10912,11/18/2018 1:48,26129.131,26129.131,26129.131,1763743,4982,9.2257862,9.2257862,9.2257862,0,0,0,24521.793,24521.793,24521.793,1655246,6551,12.131298,12.131298,12.131298,0,0,0,0
3071,10912,11/18/2018 1:57,24590.799,24590.799,24590.799,1659952,7976,14.76972,14.76972,14.76972,0,0,0,38239.234,38239.234,38239.234,2581262,9676,17.91773,17.91773,17.91773,0,0,0,0
3071,10912,11/18/2018 2:09,46247.063,46247.063,46247.063,4115057,8711,12.23732,12.23732,12.23732,0,0,0,31150.318,31150.318,31150.318,2771751,10643,14.951417,14.951417,14.951417,0,0,0,0
3071,10912,11/18/2018 2:20,25823.805,25823.805,25823.805,2200272,6084,8.9257164,8.9257164,8.9257164,0,0,0,26270.301,26270.301,26270.301,2238315,8138,11.939098,11.939098,11.939098,0,0,0,0
3071,10912,11/18/2018 2:31,27267.68,27267.68,27267.68,2137318,5451,8.6929111,8.6929111,8.6929111,0,0,0,24604.748,24604.748,24604.748,1928590,6970,11.115316,11.115316,11.115316,0,0,0,0
3071,10912,11/18/2018 2:42,28307.402,28307.402,28307.402,2434679,6998,10.170499,10.170499,10.170499,0,0,0,27499.646,27499.646,27499.646,2365205,8833,12.837384,12.837384,12.837384,0,0,0,0
3071,10912,11/18/2018 2:54,23506.207,23506.207,23506.207,2013165,5391,7.8683295,7.8683295,7.8683295,0,0,0,23450.092,23450.092,23450.092,2008359,7349,10.72609,10.72609,10.72609,0,0,0,0
3071,10912,11/18/2018 3:04,71596.828,71596.828,71596.828,5786523,9687,14.982194,14.982194,14.982194,0,0,0,39233.348,39233.348,39233.348,3170876,11064,17.111902,17.111902,17.111902,0,0,0,0
3071,10912,11/18/2018 4:23,31947.609,31947.609,31947.609,2215452,6148,11.082045,11.082045,11.082045,0,0,0,29715.957,29715.957,29715.957,2060695,7908,14.254523,14.254523,14.254523,0,0,0,0
3071,10912,11/18/2018 4:32,58100.973,58100.973,58100.973,3946731,6526,12.008892,12.008892,12.008892,0,0,0,28599.447,28599.447,28599.447,1942727,7542,13.878496,13.878496,13.878496,0,0,0,0
3071,10912,11/18/2018 4:41,56139.805,56139.805,56139.805,3820525,6375,11.709492,11.709492,11.709492,0,0,0,26882.51,26882.51,26882.51,1829456,7474,13.728117,13.728117,13.728117,0,0,0,0
3071,10912,11/18/2018 4:50,36205.594,36205.594,36205.594,2444505,5607,10.380669,10.380669,10.380669,0,0,0,26522.836,26522.836,26522.836,1790751,7068,13.08553,13.08553,13.08553,0,0,0,0
